"Gene.name.uniq"	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.description"	"Source.of.gene.name"
"rpl27"	3.91554887445554e-05	0.189800190439022	0.531	0.401	1	"0"	"ENSDARG00000015128"	"rpl27"	"https://zfin.org/ZDB-GENE-030131-4343"	"ribosomal protein L27 [Source:ZFIN;Acc:ZDB-GENE-030131-4343]"	"ZFIN"
"soul2"	0.00731041483416084	0.195920636924545	0.139	0.094	1	"0"	"ENSDARG00000039499"	"soul2"	"https://zfin.org/ZDB-GENE-030131-2524"	"heme-binding protein soul2 [Source:ZFIN;Acc:ZDB-GENE-030131-2524]"	"ZFIN"
"ywhabb"	0.00862009051580909	0.196835666400636	0.105	0.068	1	"0"	"ENSDARG00000075758"	"ywhabb"	"https://zfin.org/ZDB-GENE-040426-2160"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide b [Source:ZFIN;Acc:ZDB-GENE-040426-2160]"	"ZFIN"
"syncrip"	0.00428763340084533	0.197994699252512	0.261	0.195	1	"0"	"ENSDARG00000040184"	"syncrip"	"https://zfin.org/ZDB-GENE-030131-4862"	"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:ZFIN;Acc:ZDB-GENE-030131-4862]"	"ZFIN"
"cldnh"	2.91689251775093e-09	0.20317244265761	0.548	0.358	7.47366200898144e-05	"0"	"ENSDARG00000069503"	"cldnh"	"https://zfin.org/ZDB-GENE-010328-8"	"claudin h [Source:ZFIN;Acc:ZDB-GENE-010328-8]"	"ZFIN"
"si:ch211-286b5.5"	0.00551964009143029	0.203832164826086	0.117	0.076	1	"0"	"ENSDARG00000096661"	"si:ch211-286b5.5"	"https://zfin.org/ZDB-GENE-121214-209"	"si:ch211-286b5.5 [Source:ZFIN;Acc:ZDB-GENE-121214-209]"	"ZFIN"
"rbm5"	0.00630230045608901	0.203918460993823	0.237	0.176	1	"0"	"ENSDARG00000098280"	"rbm5"	"https://zfin.org/ZDB-GENE-030131-3022"	"RNA binding motif protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-3022]"	"ZFIN"
"phlda2"	8.3283778243829e-07	0.203960282479003	0.342	0.219	0.0213389696616339	"0"	"ENSDARG00000042874"	"phlda2"	"https://zfin.org/ZDB-GENE-050522-73"	"pleckstrin homology-like domain, family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-050522-73]"	"ZFIN"
"eya4"	0.00388298071196529	0.204008806685418	0.268	0.207	1	"0"	"ENSDARG00000012397"	"eya4"	"https://zfin.org/ZDB-GENE-050327-93"	"EYA transcriptional coactivator and phosphatase 4 [Source:ZFIN;Acc:ZDB-GENE-050327-93]"	"ZFIN"
"tuba8l"	0.00926639004177725	0.204956589812561	0.117	0.079	1	"0"	"ENSDARG00000042708"	"tuba8l"	"https://zfin.org/ZDB-GENE-030131-9167"	"tubulin, alpha 8 like [Source:ZFIN;Acc:ZDB-GENE-030131-9167]"	"ZFIN"
"si:ch73-91k6.2"	0.00530420432074838	0.20535860482085	0.124	0.082	1	"0"	"ENSDARG00000091598"	"si:ch73-91k6.2"	"https://zfin.org/ZDB-GENE-050208-270"	"si:ch73-91k6.2 [Source:ZFIN;Acc:ZDB-GENE-050208-270]"	"ZFIN"
"rps8a"	6.56854235976458e-08	0.206651066073339	0.794	0.698	0.00168299192341888	"0"	"ENSDARG00000055996"	"rps8a"	"https://zfin.org/ZDB-GENE-030131-8626"	"ribosomal protein S8a [Source:ZFIN;Acc:ZDB-GENE-030131-8626]"	"ZFIN"
"zgc:111986"	0.00802801938377187	0.208029724087562	0.17	0.121	1	"0"	"ENSDARG00000093406"	"zgc:111986"	"https://zfin.org/ZDB-GENE-050522-304"	"zgc:111986 [Source:ZFIN;Acc:ZDB-GENE-050522-304]"	"ZFIN"
"higd1a"	0.000565481027222513	0.209110909129941	0.153	0.094	1	"0"	"ENSDARG00000022303"	"higd1a"	"https://zfin.org/ZDB-GENE-030826-15"	"HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]"	"ZFIN"
"rpl37*1"	1.31000346749793e-05	0.211693044970102	0.679	0.578	0.33564908844232	"0"	"ENSDARG00000034291"	"rpl37"	"https://zfin.org/ZDB-GENE-040625-39"	"ribosomal protein L37 [Source:ZFIN;Acc:ZDB-GENE-040625-39]"	"ZFIN"
"rps28"	0.000702064643155036	0.21337796322923	0.634	0.554	1	"0"	"ENSDARG00000035860"	"rps28"	"https://zfin.org/ZDB-GENE-030131-2022"	"ribosomal protein S28 [Source:ZFIN;Acc:ZDB-GENE-030131-2022]"	"ZFIN"
"cmah"	0.000975077096784934	0.213393525207209	0.103	0.059	1	"0"	"ENSDARG00000057714"	"cmah"	"https://zfin.org/ZDB-GENE-040704-33"	"cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:ZFIN;Acc:ZDB-GENE-040704-33]"	"ZFIN"
"cox8a"	0.00494039553452748	0.213519475183639	0.199	0.143	1	"0"	"ENSDARG00000095273"	"cox8a"	"https://zfin.org/ZDB-GENE-030131-9136"	"cytochrome c oxidase subunit 8A [Source:ZFIN;Acc:ZDB-GENE-030131-9136]"	"ZFIN"
"mt-atp6"	8.13944393179195e-06	0.214670845739195	0.852	0.782	0.208548832420373	"0"	"ENSDARG00000063911"	"mt-atp6"	"https://zfin.org/ZDB-GENE-011205-18"	"ATP synthase 6, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-18]"	"ZFIN"
"sema4ba"	0.00593779449132834	0.215405312604831	0.146	0.1	1	"0"	"ENSDARG00000074414"	"sema4ba"	"https://zfin.org/ZDB-GENE-070705-31"	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ba [Source:ZFIN;Acc:ZDB-GENE-070705-31]"	"ZFIN"
"clint1a"	0.00699839748872078	0.215690089881851	0.129	0.087	1	"0"	"ENSDARG00000025535"	"clint1a"	"https://zfin.org/ZDB-GENE-030131-2590"	"clathrin interactor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-2590]"	"ZFIN"
"gbgt1l3"	0.00242603362257519	0.218129926526953	0.189	0.131	1	"0"	"ENSDARG00000035555"	"gbgt1l3"	"https://zfin.org/ZDB-GENE-040912-46"	"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-040912-46]"	"ZFIN"
"tnrc18"	0.00203579439854666	0.222486649361168	0.124	0.077	1	"0"	"ENSDARG00000077052"	"tnrc18"	"https://zfin.org/ZDB-GENE-100326-1"	"trinucleotide repeat containing 18 [Source:ZFIN;Acc:ZDB-GENE-100326-1]"	"ZFIN"
"rsrc2"	0.00775513005626676	0.222574002886601	0.115	0.075	1	"0"	"ENSDARG00000042534"	"rsrc2"	"https://zfin.org/ZDB-GENE-040426-2457"	"arginine/serine-rich coiled-coil 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2457]"	"ZFIN"
"sik1"	0.000289918706625246	0.223086020813063	0.297	0.212	1	"0"	"ENSDARG00000058606"	"sik1"	"https://zfin.org/ZDB-GENE-030131-9446"	"salt-inducible kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9446]"	"ZFIN"
"chd1"	0.000417674347663608	0.224951288729758	0.122	0.07	1	"0"	"ENSDARG00000103787"	"chd1"	"https://zfin.org/ZDB-GENE-030131-7120"	"chromodomain helicase DNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7120]"	"ZFIN"
"ewsr1b"	0.00346115886059458	0.225270528100207	0.127	0.082	1	"0"	"ENSDARG00000020465"	"ewsr1b"	"https://zfin.org/ZDB-GENE-030131-1600"	"EWS RNA-binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-1600]"	"ZFIN"
"per1a"	0.00217695704135615	0.226020020460513	0.11	0.067	1	"0"	"ENSDARG00000056885"	"per1a"	"https://zfin.org/ZDB-GENE-011220-1"	"period circadian clock 1a [Source:ZFIN;Acc:ZDB-GENE-011220-1]"	"ZFIN"
"igf2bp1"	0.00393339427488839	0.226161417378815	0.242	0.18	1	"0"	"ENSDARG00000061478"	"igf2bp1"	"https://zfin.org/ZDB-GENE-060929-1258"	"insulin-like growth factor 2 mRNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1258]"	"ZFIN"
"cbln20"	2.13653410158438e-05	0.22654412447619	0.227	0.145	0.547422767507949	"0"	"ENSDARG00000087476"	"cbln20"	"https://zfin.org/ZDB-GENE-111109-2"	"cerebellin 20 [Source:ZFIN;Acc:ZDB-GENE-111109-2]"	"ZFIN"
"tmem131"	0.000576381132819077	0.226631536818481	0.16	0.1	1	"0"	"ENSDARG00000056259"	"tmem131"	"https://zfin.org/ZDB-GENE-130530-662"	"transmembrane protein 131 [Source:ZFIN;Acc:ZDB-GENE-130530-662]"	"ZFIN"
"tcnbb"	9.28297582792171e-05	0.226721049758066	0.299	0.209	1	"0"	"ENSDARG00000091996"	"tcnbb"	"https://zfin.org/ZDB-GENE-030131-12"	"transcobalamin beta b [Source:ZFIN;Acc:ZDB-GENE-030131-12]"	"ZFIN"
"tubb4b"	0.00723815512106012	0.227458820490855	0.167	0.119	1	"0"	"ENSDARG00000002344"	"tubb4b"	"https://zfin.org/ZDB-GENE-030131-8625"	"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]"	"ZFIN"
"ier5"	0.00774417687265846	0.228218172369519	0.105	0.068	1	"0"	"ENSDARG00000009881"	"ier5"	"https://zfin.org/ZDB-GENE-030616-127"	"immediate early response 5 [Source:ZFIN;Acc:ZDB-GENE-030616-127]"	"ZFIN"
"ssr4"	0.00846174980230761	0.228311211891653	0.117	0.079	1	"0"	"ENSDARG00000019444"	"ssr4"	"https://zfin.org/ZDB-GENE-030131-4900"	"signal sequence receptor, delta [Source:ZFIN;Acc:ZDB-GENE-030131-4900]"	"ZFIN"
"psmb6"	0.00195391345025145	0.228327765464855	0.129	0.08	1	"0"	"ENSDARG00000002240"	"psmb6"	"https://zfin.org/ZDB-GENE-990415-216"	"proteasome subunit beta 6 [Source:ZFIN;Acc:ZDB-GENE-990415-216]"	"ZFIN"
"lfng"	0.000372294071403772	0.22872182683246	0.156	0.096	1	"0"	"ENSDARG00000037879"	"lfng"	"https://zfin.org/ZDB-GENE-980605-16"	"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-980605-16]"	"ZFIN"
"si:ch73-22o12.1"	0.00119734127934446	0.229078259213978	0.153	0.098	1	"0"	"ENSDARG00000062831"	"si:ch73-22o12.1"	"https://zfin.org/ZDB-GENE-110411-27"	"si:ch73-22o12.1 [Source:ZFIN;Acc:ZDB-GENE-110411-27]"	"ZFIN"
"CU639469.1"	0.00525651442395116	0.229413626181767	0.16	0.112	1	"0"	"ENSDARG00000062790"	"CU639469.1"	"https://zfin.org/"	"transforming, acidic coiled-coil containing protein 2 [Source:NCBI gene;Acc:569976]"	"Clone-based (Ensembl) gene"
"ywhaqb"	0.00509559236667029	0.231551243921527	0.172	0.123	1	"0"	"ENSDARG00000023323"	"ywhaqb"	"https://zfin.org/ZDB-GENE-030131-7135"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide b [Source:ZFIN;Acc:ZDB-GENE-030131-7135]"	"ZFIN"
"top1l"	0.00662998132583434	0.237205678605062	0.117	0.077	1	"0"	"ENSDARG00000070545"	"top1l"	"https://zfin.org/ZDB-GENE-060616-217"	"DNA topoisomerase I, like [Source:ZFIN;Acc:ZDB-GENE-060616-217]"	"ZFIN"
"fzd7b"	0.0023060656993467	0.237280087944865	0.167	0.112	1	"0"	"ENSDARG00000027589"	"fzd7b"	"https://zfin.org/ZDB-GENE-990415-229"	"frizzled class receptor 7b [Source:ZFIN;Acc:ZDB-GENE-990415-229]"	"ZFIN"
"cd9b"	0.00457591998901031	0.237494479200961	0.187	0.132	1	"0"	"ENSDARG00000016691"	"cd9b"	"https://zfin.org/ZDB-GENE-040426-2768"	"CD9 molecule b [Source:ZFIN;Acc:ZDB-GENE-040426-2768]"	"ZFIN"
"ppiab"	0.000401585701097563	0.237646613618021	0.373	0.285	1	"0"	"ENSDARG00000103994"	"ppiab"	"https://zfin.org/ZDB-GENE-030131-7459"	"peptidylprolyl isomerase Ab (cyclophilin A) [Source:ZFIN;Acc:ZDB-GENE-030131-7459]"	"ZFIN"
"gsdmea"	0.0016400698624832	0.238387734906782	0.12	0.073	1	"0"	"ENSDARG00000086762"	"gsdmea"	"https://zfin.org/ZDB-GENE-120215-186"	"gasdermin Ea [Source:ZFIN;Acc:ZDB-GENE-120215-186]"	"ZFIN"
"oclna"	0.000637407929462612	0.240135621828395	0.134	0.081	1	"0"	"ENSDARG00000005108"	"oclna"	"https://zfin.org/ZDB-GENE-040426-2685"	"occludin a [Source:ZFIN;Acc:ZDB-GENE-040426-2685]"	"ZFIN"
"h2afvb"	0.00664804856453173	0.240688553231158	0.144	0.099	1	"0"	"ENSDARG00000116491"	"h2afvb"	"https://zfin.org/ZDB-GENE-050506-24"	"H2A histone family, member Vb [Source:ZFIN;Acc:ZDB-GENE-050506-24]"	"ZFIN"
"dad1"	0.00114673482001482	0.242384556855515	0.103	0.059	1	"0"	"ENSDARG00000102105"	"dad1"	"https://zfin.org/ZDB-GENE-060503-233"	"defender against cell death 1 [Source:ZFIN;Acc:ZDB-GENE-060503-233]"	"ZFIN"
"si:ch211-108d22.2"	0.00357496456569829	0.243504017188285	0.225	0.164	1	"0"	"ENSDARG00000097615"	"si:ch211-108d22.2"	"https://zfin.org/ZDB-GENE-131127-97"	"si:ch211-108d22.2 [Source:ZFIN;Acc:ZDB-GENE-131127-97]"	"ZFIN"
"ddx61"	0.000476799624126575	0.244797809015131	0.278	0.202	1	"0"	"ENSDARG00000018425"	"ddx61"	"https://zfin.org/ZDB-GENE-030131-6611"	"DEAD (Asp-Glu-Ala-Asp) box helicase 61 [Source:ZFIN;Acc:ZDB-GENE-030131-6611]"	"ZFIN"
"ptpn13"	0.00262330644087148	0.247161727510603	0.108	0.066	1	"0"	"ENSDARG00000103699"	"ptpn13"	"https://zfin.org/ZDB-GENE-070410-72"	"protein tyrosine phosphatase non-receptor type 13 [Source:ZFIN;Acc:ZDB-GENE-070410-72]"	"ZFIN"
"rbx1"	0.00515837670653102	0.247604965914302	0.122	0.08	1	"0"	"ENSDARG00000038030"	"rbx1"	"https://zfin.org/ZDB-GENE-041008-106"	"ring-box 1, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-041008-106]"	"ZFIN"
"rnd3a"	0.00732753420989462	0.248367309740375	0.134	0.092	1	"0"	"ENSDARG00000076799"	"rnd3a"	"https://zfin.org/ZDB-GENE-010319-40"	"Rho family GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-010319-40]"	"ZFIN"
"zgc:158343"	2.30476419923114e-09	0.25027497619574	0.651	0.467	5.90526683127004e-05	"0"	"ENSDARG00000099411"	"zgc:158343"	"https://zfin.org/ZDB-GENE-061201-9"	"zgc:158343 [Source:ZFIN;Acc:ZDB-GENE-061201-9]"	"ZFIN"
"chtopa"	0.00111655931680124	0.250524819402142	0.136	0.084	1	"0"	"ENSDARG00000057234"	"chtopa"	"https://zfin.org/ZDB-GENE-030131-210"	"chromatin target of PRMT1a [Source:ZFIN;Acc:ZDB-GENE-030131-210]"	"ZFIN"
"ndufb2"	0.00319967173638252	0.253190892330741	0.103	0.063	1	"0"	"ENSDARG00000045490"	"ndufb2"	"https://zfin.org/ZDB-GENE-040426-1762"	"NADH:ubiquinone oxidoreductase subunit B2 [Source:ZFIN;Acc:ZDB-GENE-040426-1762]"	"ZFIN"
"cox5aa"	0.00200513709424986	0.253269982481102	0.17	0.114	1	"0"	"ENSDARG00000088383"	"cox5aa"	"https://zfin.org/ZDB-GENE-050522-133"	"cytochrome c oxidase subunit 5Aa [Source:ZFIN;Acc:ZDB-GENE-050522-133]"	"ZFIN"
"ehmt1b"	0.000701751977663639	0.25438198514623	0.117	0.069	1	"0"	"ENSDARG00000026634"	"ehmt1b"	"https://zfin.org/ZDB-GENE-080515-3"	"euchromatic histone-lysine N-methyltransferase 1b [Source:ZFIN;Acc:ZDB-GENE-080515-3]"	"ZFIN"
"ndufa6"	0.00420556030143457	0.254438461324567	0.129	0.085	1	"0"	"ENSDARG00000038028"	"ndufa6"	"https://zfin.org/ZDB-GENE-040426-1124"	"NADH:ubiquinone oxidoreductase subunit A6 [Source:ZFIN;Acc:ZDB-GENE-040426-1124]"	"ZFIN"
"nfe2l2a"	2.6080297415513e-05	0.254449623796818	0.294	0.199	0.668229380380274	"0"	"ENSDARG00000042824"	"nfe2l2a"	"https://zfin.org/ZDB-GENE-030723-2"	"nuclear factor, erythroid 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-030723-2]"	"ZFIN"
"calm2b"	0.000453094343281142	0.256136924842445	0.313	0.227	1	"0"	"ENSDARG00000015050"	"calm2b"	"https://zfin.org/ZDB-GENE-020415-2"	"calmodulin 2b, (phosphorylase kinase, delta) [Source:ZFIN;Acc:ZDB-GENE-020415-2]"	"ZFIN"
"adh5"	0.00511556443516888	0.25670287783538	0.103	0.065	1	"0"	"ENSDARG00000080010"	"adh5"	"https://zfin.org/ZDB-GENE-011003-1"	"alcohol dehydrogenase 5 [Source:ZFIN;Acc:ZDB-GENE-011003-1]"	"ZFIN"
"cabp2b"	0.00264177259896719	0.258113587984812	0.115	0.071	1	"0"	"ENSDARG00000052277"	"cabp2b"	"https://zfin.org/ZDB-GENE-081028-55"	"calcium binding protein 2b [Source:ZFIN;Acc:ZDB-GENE-081028-55]"	"ZFIN"
"xbp1"	4.86238854431431e-05	0.258220746751753	0.373	0.279	1	"0"	"ENSDARG00000035622"	"xbp1"	"https://zfin.org/ZDB-GENE-011210-2"	"X-box binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-011210-2]"	"ZFIN"
"btg1"	4.37379270900908e-05	0.260105738015828	0.395	0.296	1	"0"	"ENSDARG00000027249"	"btg1"	"https://zfin.org/ZDB-GENE-010726-1"	"B-cell translocation gene 1, anti-proliferative [Source:ZFIN;Acc:ZDB-GENE-010726-1]"	"ZFIN"
"tmod2"	0.00479609772266013	0.26055437479419	0.11	0.07	1	"0"	"ENSDARG00000002571"	"tmod2"	"https://zfin.org/ZDB-GENE-040912-185"	"tropomodulin 2 [Source:ZFIN;Acc:ZDB-GENE-040912-185]"	"ZFIN"
"zgc:110796"	0.00031364145938357	0.260658677268033	0.268	0.188	1	"0"	"ENSDARG00000041299"	"zgc:110796"	"https://zfin.org/ZDB-GENE-050306-36"	"zgc:110796 [Source:ZFIN;Acc:ZDB-GENE-050306-36]"	"ZFIN"
"h1f0"	3.09972940014724e-07	0.262482385429783	0.51	0.375	0.00794212666905725	"0"	"ENSDARG00000038559"	"h1f0"	"https://zfin.org/ZDB-GENE-030131-337"	"H1 histone family, member 0 [Source:ZFIN;Acc:ZDB-GENE-030131-337]"	"ZFIN"
"hnrnpaba"	0.00583434479800149	0.263203865017055	0.196	0.144	1	"0"	"ENSDARG00000007960"	"hnrnpaba"	"https://zfin.org/ZDB-GENE-030131-185"	"heterogeneous nuclear ribonucleoprotein A/Ba [Source:ZFIN;Acc:ZDB-GENE-030131-185]"	"ZFIN"
"pnn"	0.00155861190686635	0.264705659687206	0.244	0.178	1	"0"	"ENSDARG00000015851"	"pnn"	"https://zfin.org/ZDB-GENE-060519-3"	"pinin, desmosome associated protein [Source:ZFIN;Acc:ZDB-GENE-060519-3]"	"ZFIN"
"rps29"	3.32719228820058e-06	0.266129917371209	0.644	0.554	0.0852493208082752	"0"	"ENSDARG00000041232"	"rps29"	"https://zfin.org/ZDB-GENE-040622-5"	"ribosomal protein S29 [Source:ZFIN;Acc:ZDB-GENE-040622-5]"	"ZFIN"
"atp5l"	0.00506813991869697	0.266436244688447	0.191	0.137	1	"0"	"ENSDARG00000011841"	"atp5l"	"https://zfin.org/ZDB-GENE-030131-5177"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g [Source:ZFIN;Acc:ZDB-GENE-030131-5177]"	"ZFIN"
"ebf3a*1"	0.000130503317420787	0.267153648297808	0.196	0.125	1	"0"	"ENSDARG00000099849"	"ebf3a"	"https://zfin.org/ZDB-GENE-070112-292"	"EBF transcription factor 3a [Source:ZFIN;Acc:ZDB-GENE-070112-292]"	"ZFIN"
"mt-cyb"	2.2597305926251e-15	0.269116350779465	0.957	0.861	5.78988172442402e-11	"0"	"ENSDARG00000063924"	"mt-cyb"	"https://zfin.org/ZDB-GENE-011205-17"	"cytochrome b, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-17]"	"ZFIN"
"rab10"	0.0031839085079959	0.271394818708682	0.163	0.111	1	"0"	"ENSDARG00000046106"	"rab10"	"https://zfin.org/ZDB-GENE-040718-304"	"RAB10, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-304]"	"ZFIN"
"zgc:162944"	0.00127049887875713	0.272494525203537	0.115	0.069	1	"0"	"ENSDARG00000069846"	"zgc:162944"	"https://zfin.org/ZDB-GENE-070424-75"	"zgc:162944 [Source:ZFIN;Acc:ZDB-GENE-070424-75]"	"ZFIN"
"itsn2a"	0.00699643969917841	0.273150982992002	0.144	0.1	1	"0"	"ENSDARG00000000161"	"itsn2a"	"https://zfin.org/ZDB-GENE-041014-84"	"intersectin 2a [Source:ZFIN;Acc:ZDB-GENE-041014-84]"	"ZFIN"
"prkar2aa"	0.000410655173512447	0.273686903362899	0.122	0.07	1	"0"	"ENSDARG00000033184"	"prkar2aa"	"https://zfin.org/ZDB-GENE-030131-1007"	"protein kinase, cAMP-dependent, regulatory, type II, alpha A [Source:ZFIN;Acc:ZDB-GENE-030131-1007]"	"ZFIN"
"ppib"	0.00233104534545205	0.274709047263609	0.22	0.16	1	"0"	"ENSDARG00000092798"	"ppib"	"https://zfin.org/ZDB-GENE-040426-1955"	"peptidylprolyl isomerase B (cyclophilin B) [Source:ZFIN;Acc:ZDB-GENE-040426-1955]"	"ZFIN"
"canx"	0.00339037781297189	0.274836731397994	0.163	0.113	1	"0"	"ENSDARG00000037488"	"canx"	"https://zfin.org/ZDB-GENE-040426-2797"	"calnexin [Source:ZFIN;Acc:ZDB-GENE-040426-2797]"	"ZFIN"
"atf4a"	0.000263165111098015	0.27643949402251	0.124	0.071	1	"0"	"ENSDARG00000111939"	"atf4a"	"https://zfin.org/ZDB-GENE-040426-2340"	"activating transcription factor 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2340]"	"ZFIN"
"ndufb3"	6.0160360565861e-05	0.277143738674922	0.115	0.06	1	"0"	"ENSDARG00000075709"	"ndufb3"	"https://zfin.org/ZDB-GENE-091204-407"	"NADH:ubiquinone oxidoreductase subunit B3 [Source:ZFIN;Acc:ZDB-GENE-091204-407]"	"ZFIN"
"nop56"	0.000557243617464944	0.277432233405868	0.163	0.104	1	"0"	"ENSDARG00000012820"	"nop56"	"https://zfin.org/ZDB-GENE-040109-1"	"NOP56 ribonucleoprotein homolog [Source:ZFIN;Acc:ZDB-GENE-040109-1]"	"ZFIN"
"arf1"	0.000218808781608261	0.281770222670675	0.167	0.103	1	"0"	"ENSDARG00000009484"	"arf1"	"https://zfin.org/ZDB-GENE-010724-5"	"ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5]"	"ZFIN"
"ucp2"	2.54643560968266e-12	0.283158836929835	0.758	0.557	6.5244773191289e-08	"0"	"ENSDARG00000043154"	"ucp2"	"https://zfin.org/ZDB-GENE-990708-8"	"uncoupling protein 2 [Source:ZFIN;Acc:ZDB-GENE-990708-8]"	"ZFIN"
"h3f3a"	2.71104181550297e-05	0.283696936550505	0.385	0.283	0.69462313396817	"0"	"ENSDARG00000020504"	"h3f3a"	"https://zfin.org/ZDB-GENE-050417-65"	"H3 histone, family 3A [Source:ZFIN;Acc:ZDB-GENE-040426-1928]"	"ZFIN"
"soul5"	0.0012680035754948	0.283933394151743	0.115	0.07	1	"0"	"ENSDARG00000075015"	"soul5"	"https://zfin.org/ZDB-GENE-110718-2"	"heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]"	"ZFIN"
"snrpf"	0.000256877540553723	0.284116038913706	0.127	0.073	1	"0"	"ENSDARG00000105037"	"snrpf"	"https://zfin.org/ZDB-GENE-040930-9"	"small nuclear ribonucleoprotein polypeptide F [Source:ZFIN;Acc:ZDB-GENE-040930-9]"	"ZFIN"
"smarca4a"	0.00167967644280294	0.287933509652772	0.112	0.069	1	"0"	"ENSDARG00000077226"	"smarca4a"	"https://zfin.org/ZDB-GENE-030605-1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4a [Source:ZFIN;Acc:ZDB-GENE-030605-1]"	"ZFIN"
"rbm25b"	0.00159920268415446	0.28841187497055	0.151	0.1	1	"0"	"ENSDARG00000006395"	"rbm25b"	"https://zfin.org/ZDB-GENE-030131-5547"	"RNA binding motif protein 25b [Source:ZFIN;Acc:ZDB-GENE-030131-5547]"	"ZFIN"
"atp5fa1"	0.000645714337533091	0.292003931440613	0.189	0.127	1	"0"	"ENSDARG00000010149"	"atp5fa1"	"https://zfin.org/ZDB-GENE-060201-1"	"ATP synthase F1 subunit alpha [Source:ZFIN;Acc:ZDB-GENE-060201-1]"	"ZFIN"
"rpl38"	2.56342578440368e-07	0.292744377501075	0.641	0.514	0.00656800954479912	"0"	"ENSDARG00000006413"	"rpl38"	"https://zfin.org/ZDB-GENE-030131-8752"	"ribosomal protein L38 [Source:ZFIN;Acc:ZDB-GENE-030131-8752]"	"ZFIN"
"cox6c"	0.00163552914010126	0.293202593622263	0.141	0.091	1	"0"	"ENSDARG00000038577"	"cox6c"	"https://zfin.org/ZDB-GENE-040724-95"	"cytochrome c oxidase subunit 6C [Source:ZFIN;Acc:ZDB-GENE-040724-95]"	"ZFIN"
"hnrnph1l"	0.000562108290647069	0.29321180978445	0.11	0.063	1	"0"	"ENSDARG00000005551"	"hnrnph1l"	"https://zfin.org/ZDB-GENE-030131-275"	"heterogeneous nuclear ribonucleoprotein H1, like [Source:ZFIN;Acc:ZDB-GENE-030131-275]"	"ZFIN"
"adgrg2a"	0.000159882019578223	0.293311640938	0.112	0.061	1	"0"	"ENSDARG00000088137"	"adgrg2a"	"https://zfin.org/ZDB-GENE-140106-206"	"adhesion G protein-coupled receptor G2a [Source:ZFIN;Acc:ZDB-GENE-140106-206]"	"ZFIN"
"btbd6b"	6.74277629350296e-05	0.294215725419741	0.175	0.105	1	"0"	"ENSDARG00000032369"	"btbd6b"	"https://zfin.org/ZDB-GENE-030829-65"	"BTB (POZ) domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-030829-65]"	"ZFIN"
"sfswap"	0.00398797386795418	0.295766870718706	0.153	0.104	1	"0"	"ENSDARG00000005980"	"sfswap"	"https://zfin.org/ZDB-GENE-040426-931"	"splicing factor SWAP [Source:ZFIN;Acc:ZDB-GENE-040426-931]"	"ZFIN"
"glulb"	0.000318521896635099	0.296635874550162	0.263	0.186	1	"0"	"ENSDARG00000100003"	"glulb"	"https://zfin.org/ZDB-GENE-030131-8417"	"glutamate-ammonia ligase (glutamine synthase) b [Source:ZFIN;Acc:ZDB-GENE-030131-8417]"	"ZFIN"
